id,username,digital_ducks,bit_ducks,byte_ducks,status,timestamp
26,ben,4,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-03-27 15:54:02
27,blossomstudent34,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-03-30 06:41:21
28,blossomstudent34,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-03-30 06:55:38
29,blossomstudent34,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-03-30 07:27:34
30,blossomstudent34,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-03-30 07:29:37
31,blossomstudent48,12,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-01 11:42:33
32,blossomstudent18,40,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-05 03:49:54
33,blossomstudent18,10,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-05 04:58:26
34,blossomstudent08,18,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-05 05:02:17
35,blossomstudent03,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-05 06:52:20
36,blossomstudent49,9,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-08 10:32:02
37,blossomstudent49,12,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-08 11:42:03
38,blossomstudent49,12,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-08 11:43:59
39,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-09 04:39:51
40,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-09 04:39:54
41,ben,4,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-09 04:40:00
42,blossomstudent03,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-19 07:19:37
43,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 08:39:22
44,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 08:47:15
45,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 08:50:01
46,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 08:54:49
47,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 09:23:56
48,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 09:28:15
49,ben,8,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 09:50:06
50,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 09:50:41
51,ben,5,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 09:50:57
52,ben,4,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 09:55:13
53,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:07:37
54,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:11:37
55,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:12:43
56,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:14:02
57,ben,2,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:15:51
58,ben,31,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:16:49
59,ben,7,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:18:39
60,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:24:18
61,ben,15,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:27:04
62,ben,127,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:31:04
63,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:32:43
64,ben,1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:33:41
65,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:51:10
66,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:53:21
67,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:54:32
68,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:55:31
69,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:55:49
70,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:56:02
71,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:57:25
72,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:58:01
73,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:58:13
74,ben,0,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 13:59:59
75,ben,8,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 14:00:39
76,ben,8,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 14:01:14
77,ben,4,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 14:01:50
78,ben,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-19 14:04:12
79,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-20 07:03:30
80,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-20 07:03:48
81,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-20 07:27:11
82,blossomstudent48,7,"[7, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-22 11:39:57
83,blossomstudent27,7,"[1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-22 11:43:47
84,blossomstudent06,13,"[13, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-22 11:44:01
85,blossomstudent49,11,"[1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-22 11:45:10
86,blossomstudent08,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-26 04:59:24
87,blossomstudent07,106,"[106, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-26 06:17:46
88,blossomstudent07,20,"[20, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-26 06:19:12
89,blossomstudent07,100,"[0, 0, 25, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-26 06:59:20
90,blossomstudent03,400,"[0, 0, 0, 0, 25, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-26 07:15:42
91,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-27 06:20:25
92,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-27 07:01:31
93,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-27 07:07:27
94,blossomstudent06,6,"[0, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-29 11:23:05
95,blossomstudent06,6,"[0, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-29 11:23:23
96,blossomstudent49,5,"[1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-29 11:26:27
97,blossomstudent06,6,"[0, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-04-29 11:26:55
98,blossomstudent27,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-04-29 11:31:41
99,blossomstudent04,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-03 06:21:33
100,blossomstudent04,3,"[3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-03 06:22:24
101,blossomstudent04,9,"[9, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-03 06:23:29
102,blossomstudent04,10,"[10, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-03 06:25:22
103,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-04 06:09:05
104,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-04 07:21:16
105,blossomstudent27,13,"[1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-06 11:36:17
106,blossomstudent06,6,"[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-06 11:36:54
107,blossomstudent48,14,"[14, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-06 11:39:47
108,blossomstudent08,14,"[0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-10 04:54:50
109,blossomstudent59,6,"[6, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-10 07:57:58
110,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-11 07:02:00
111,blossomstudent34,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-11 07:13:28
112,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-11 07:30:30
113,blossomstudent19,57,"[1, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-17 04:33:44
114,blossomstudent02,6,"[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-17 07:17:03
115,blossomstudent03,24,"[24, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-17 07:17:56
116,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-18 07:18:44
117,blossomstudent06,7,"[1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-20 11:16:45
118,blossomstudent48,24,"[24, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-20 11:40:52
119,blossomstudent49,15,"[15, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-20 11:45:34
120,blossomstudent49,15,"[15, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-20 11:45:34
121,blossomstudent49,15,"[15, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-20 11:45:34
122,blossomstudent49,15,"[15, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-20 11:45:35
123,blossomstudent49,15,"[15, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-20 11:45:36
124,blossomstudent08,16,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-24 04:51:52
125,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-25 06:53:07
126,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-05-25 07:00:56
127,blossomstudent34,32,"[0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-25 07:21:12
128,blossomstudent27,26,"[0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-27 10:34:33
129,blossomstudent03,24,"[0, 0, 0, 3, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-05-31 07:04:49
130,ben,512,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",rejected,2025-05-31 07:22:19
131,blossomstudent61,10,"[0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-03 10:08:52
132,blossomstudent27,3,"[1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-03 11:39:55
133,blossomstudent08,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-07 04:57:22
134,blossomstudent03,26,"[0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-07 07:09:59
135,blossomstudent05,256,"[0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",approved,2025-06-07 07:12:12
136,blossomstudent61,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-10 11:19:06
137,blossomstudent27,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-10 11:21:37
138,blossomstudent61,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-10 11:38:57
139,blossomstudent04,3,"[3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-14 06:46:21
140,blossomstudent03,3,"[3, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-14 07:10:19
141,blossomstudent62,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-14 08:34:33
142,blossomstudent34,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-15 06:17:03
143,blossomstudent34,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-15 06:28:38
144,blossomstudent34,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-15 07:15:46
145,blossomstudent27,10,"[0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-17 11:32:50
146,blossomstudent06,10,"[0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-17 11:34:28
147,blossomstudent03,52,"[0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-21 07:29:32
148,blossomstudent51,14,"[0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-21 08:46:18
149,blossomstudent53,13,"[1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-21 08:48:25
150,blossomstudent64,9,"[1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-22 07:07:08
151,blossomstudent61,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-06-24 11:26:43
152,blossomstudent27,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-24 11:27:21
153,blossomstudent51,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-28 08:58:43
154,blossomstudent53,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-28 09:00:25
155,blossomstudent64,5,"[1, 2, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-29 07:26:16
156,blossomstudent34,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-06-29 07:27:59
157,blossomstudent64,3,"[1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-06-29 07:29:26
158,blossomstudent34,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-06-29 07:30:24
159,blossomstudent34,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-06-29 07:30:34
160,blossomstudent61,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-01 10:40:22
161,blossomstudent06,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-01 11:27:37
162,blossomstudent27,11,"[1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-01 11:29:36
163,blossomstudent18,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-05 04:58:03
164,blossomstudent64,10,"[10, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-05 07:24:29
165,blossomstudent64,10,"[10, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-07-05 07:24:40
166,blossomstudent51,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-07-05 08:06:02
167,blossomstudent51,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-05 09:00:19
168,blossomstudent61,5,"[1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-07-29 11:47:59
169,blossomstudent63,26,"[0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-02 03:27:28
170,blossomstudent61,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-05 10:38:15
171,blossomstudent30,20,"[0, 10, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-09 03:16:40
172,blossomstudent03,58,"[2, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-09 07:13:17
173,blossomstudent51,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-09 08:44:31
174,blossomstudent51,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-09 08:44:42
175,blossomstudent64,4,"[4, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-10 07:22:17
176,ben,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-10 07:22:57
177,ben,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-15 16:38:08
178,ben,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-15 16:47:57
179,blossomstudent07,6,"[6, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 07:08:27
180,blossomstudent03,8,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 07:08:56
181,blossomstudent03,6,"[0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 07:11:01
182,blossomstudent64,20,"[0, 10, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 07:11:24
183,blossomstudent05,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 07:14:57
184,blossomstudent63,22,"[0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 07:17:45
185,blossomstudent51,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-16 08:34:20
186,blossomstudent51,2,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-16 08:34:39
187,blossomstudent26,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-19 09:30:44
188,blossomstudent26,16,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-19 09:33:33
189,blossomstudent26,16,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-19 09:34:08
190,ben,64,"[0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]",rejected,2025-08-19 10:03:27
191,blossomstudent06,4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-19 11:46:18
192,blossomstudent02,32,"[0, 0, 0, 4, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-19 11:50:22
193,blossomstudent27,21,"[1, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-19 11:55:59
194,blossomstudent02,1,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",approved,2025-08-23 06:03:26
