id,username,domain,challenge_name,course_id,course_instance,timestamp
124,blossomstudent19,codecombat.com,Haunted Kithmaze,560f1a9f22961295f9427742,,2025-03-22 03:44:43
125,blossomstudent19,codecombat.com,Forgetful Gemsmith,560f1a9f22961295f9427742,,2025-03-22 03:44:43
126,blossomstudent19,codecombat.com,Favorable Odds,560f1a9f22961295f9427742,,2025-03-22 03:44:43
127,blossomstudent19,codecombat.com,Kounter Kithwise,560f1a9f22961295f9427742,,2025-03-22 03:44:43
128,blossomstudent19,codecombat.com,Fire Dancing,560f1a9f22961295f9427742,,2025-03-22 03:44:43
129,blossomstudent19,codecombat.com,Riddling Kithmaze,560f1a9f22961295f9427742,,2025-03-22 03:44:43
130,blossomstudent19,codecombat.com,The Prisoner,560f1a9f22961295f9427742,,2025-03-22 03:44:43
131,blossomstudent19,codecombat.com,Dungeons of Kithgard,560f1a9f22961295f9427742,,2025-03-22 03:44:43
132,blossomstudent19,codecombat.com,Radiant Aura,560f1a9f22961295f9427742,,2025-03-22 03:44:43
133,blossomstudent19,codecombat.com,Gems in the Deep,560f1a9f22961295f9427742,,2025-03-22 03:44:43
134,blossomstudent19,codecombat.com,Illusory Interruption,560f1a9f22961295f9427742,,2025-03-22 03:44:43
135,blossomstudent19,codecombat.com,Kithgard Librarian,560f1a9f22961295f9427742,,2025-03-22 03:44:43
136,blossomstudent19,codecombat.com,Sleep Hour,560f1a9f22961295f9427742,,2025-03-22 03:44:43
137,blossomstudent19,codecombat.com,Shadow Guard,560f1a9f22961295f9427742,,2025-03-22 03:44:43
138,blossomstudent19,codecombat.com,True Names,560f1a9f22961295f9427742,,2025-03-22 03:44:43
139,blossomstudent19,codecombat.com,Dangerous Steps,560f1a9f22961295f9427742,,2025-03-22 03:44:43
140,blossomstudent19,codecombat.com,Cell Commentary,560f1a9f22961295f9427742,,2025-03-22 03:44:43
141,blossomstudent19,codecombat.com,Enemy Mine,560f1a9f22961295f9427742,,2025-03-22 03:44:43
142,blossomstudent19,codecombat.com,Long Steps,560f1a9f22961295f9427742,,2025-03-22 03:44:43
143,blossomstudent19,codecombat.com,Careful Steps,560f1a9f22961295f9427742,,2025-03-22 03:44:43
144,blossomstudent19,codecombat.com,sand-mushrooms,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 03:57:13.590652
145,blossomstudent19,codecombat.com,mushroom-noise,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 03:58:05.007324
146,blossomstudent19,codecombat.com,key-traps,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 03:58:22.676838
147,blossomstudent19,codecombat.com,chain-of-command,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 03:58:35.251509
148,blossomstudent19,codecombat.com,pet-engineer,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 03:58:52.197431
149,blossomstudent19,codecombat.com,pet-translator,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:03:24.758184
150,blossomstudent19,codecombat.com,pet-adjutant,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:07:06.718950
151,blossomstudent18,codecombat.com,sarven-road,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:10:05.092904
152,blossomstudent18,codecombat.com,oasis,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:10:29.991356
153,blossomstudent18,codecombat.com,the-mighty-sand-yak,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:10:44.406146
154,blossomstudent18,codecombat.com,gems-or-death,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:11:02.874669
155,blossomstudent18,codecombat.com,burls-beets-booleans,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:11:43.815043
156,blossomstudent18,codecombat.com,sarven-gaps,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:14:43.367568
157,blossomstudent19,codecombat.com,alchemic-power,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:18:48.384888
158,blossomstudent18,codecombat.com,interception,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:26:50.115644
159,blossomstudent18,codecombat.com,crossroads,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:27:07.092845
160,blossomstudent18,codecombat.com,thunderhooves,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:29:33.231012
161,blossomstudent18,codecombat.com,kithgard-enchanter,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:30:46.296147
162,blossomstudent18,codecombat.com,Kithgard Gates,560f1a9f22961295f9427742,,2025-03-22 04:30:50
163,blossomstudent18,codecombat.com,Wakka Maul,560f1a9f22961295f9427742,,2025-03-22 04:30:50
164,blossomstudent18,codecombat.com,Safe Place,560f1a9f22961295f9427742,,2025-03-22 04:30:50
165,blossomstudent18,codecombat.com,The Final Kithmaze,560f1a9f22961295f9427742,,2025-03-22 04:30:50
166,blossomstudent18,codecombat.com,Master Of Names Debug,560f1a9f22961295f9427742,,2025-03-22 04:30:50
167,blossomstudent18,codecombat.com,Master of Names,560f1a9f22961295f9427742,,2025-03-22 04:30:50
168,blossomstudent18,codecombat.com,Cupboards of Kithgard B,560f1a9f22961295f9427742,,2025-03-22 04:30:50
169,blossomstudent18,codecombat.com,Lowly Kithmen,560f1a9f22961295f9427742,,2025-03-22 04:30:50
170,blossomstudent18,codecombat.com,Cupboards of Kithgard A,560f1a9f22961295f9427742,,2025-03-22 04:30:50
171,blossomstudent18,codecombat.com,Closing the Distance,560f1a9f22961295f9427742,,2025-03-22 04:30:50
172,blossomstudent18,codecombat.com,Cupboards of Kithgard,560f1a9f22961295f9427742,,2025-03-22 04:30:50
173,blossomstudent18,codecombat.com,Known Enemy,560f1a9f22961295f9427742,,2025-03-22 04:30:50
174,blossomstudent18,codecombat.com,Loop Warehouse,560f1a9f22961295f9427742,,2025-03-22 04:30:50
175,blossomstudent18,codecombat.com,Dread Door,560f1a9f22961295f9427742,,2025-03-22 04:30:50
176,blossomstudent18,codecombat.com,The Raised Sword,560f1a9f22961295f9427742,,2025-03-22 04:30:50
177,blossomstudent18,codecombat.com,Crawlways of Kithgard,560f1a9f22961295f9427742,,2025-03-22 04:30:50
178,blossomstudent18,codecombat.com,Hack and Dash,560f1a9f22961295f9427742,,2025-03-22 04:30:50
179,blossomstudent18,codecombat.com,Descending Further,560f1a9f22961295f9427742,,2025-03-22 04:30:50
180,blossomstudent18,codecombat.com,Haunted Kithmaze,560f1a9f22961295f9427742,,2025-03-22 04:30:50
181,blossomstudent18,codecombat.com,Forgetful Gemsmith,560f1a9f22961295f9427742,,2025-03-22 04:30:50
182,blossomstudent18,codecombat.com,Favorable Odds,560f1a9f22961295f9427742,,2025-03-22 04:30:50
183,blossomstudent18,codecombat.com,Kounter Kithwise,560f1a9f22961295f9427742,,2025-03-22 04:30:50
184,blossomstudent18,codecombat.com,Fire Dancing,560f1a9f22961295f9427742,,2025-03-22 04:30:50
185,blossomstudent18,codecombat.com,Riddling Kithmaze,560f1a9f22961295f9427742,,2025-03-22 04:30:50
186,blossomstudent18,codecombat.com,The Prisoner,560f1a9f22961295f9427742,,2025-03-22 04:30:50
187,blossomstudent18,codecombat.com,Dungeons of Kithgard,560f1a9f22961295f9427742,,2025-03-22 04:30:50
188,blossomstudent18,codecombat.com,Radiant Aura,560f1a9f22961295f9427742,,2025-03-22 04:30:50
189,blossomstudent18,codecombat.com,Gems in the Deep,560f1a9f22961295f9427742,,2025-03-22 04:30:50
190,blossomstudent18,codecombat.com,Illusory Interruption,560f1a9f22961295f9427742,,2025-03-22 04:30:50
191,blossomstudent18,codecombat.com,Kithgard Librarian,560f1a9f22961295f9427742,,2025-03-22 04:30:50
192,blossomstudent18,codecombat.com,Sleep Hour,560f1a9f22961295f9427742,,2025-03-22 04:30:50
193,blossomstudent18,codecombat.com,Shadow Guard,560f1a9f22961295f9427742,,2025-03-22 04:30:50
194,blossomstudent18,codecombat.com,True Names,560f1a9f22961295f9427742,,2025-03-22 04:30:50
195,blossomstudent18,codecombat.com,Dangerous Steps,560f1a9f22961295f9427742,,2025-03-22 04:30:50
196,blossomstudent18,codecombat.com,Cell Commentary,560f1a9f22961295f9427742,,2025-03-22 04:30:50
197,blossomstudent18,codecombat.com,Enemy Mine,560f1a9f22961295f9427742,,2025-03-22 04:30:50
198,blossomstudent18,codecombat.com,Long Steps,560f1a9f22961295f9427742,,2025-03-22 04:30:50
199,blossomstudent18,codecombat.com,Careful Steps,560f1a9f22961295f9427742,,2025-03-22 04:30:50
200,blossomstudent18,codecombat.com,minesweeper,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:31:04.040085
201,blossomstudent19,codecombat.com,dangerous-key,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:32:41.028891
202,blossomstudent18,codecombat.com,operation-killdeer,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:33:29.829327
203,ben,codecombat.com,sand-mushrooms,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:44:21.303955
204,blossomstudent18,codecombat.com,medical-attention,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:46:25.626759
205,blossomstudent18,codecombat.com,medical-attention,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:46:25.643366
206,blossomstudent18,codecombat.com,medical-attention,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:46:25.650070
207,blossomstudent18,codecombat.com,medical-attention,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:46:25.643366
208,blossomstudent18,codecombat.com,medical-attention,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:46:25.626759
209,blossomstudent18,codecombat.com,medical-attention,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:46:25.626759
210,blossomstudent18,codecombat.com,keeping-time,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:49:20.958529
211,blossomstudent18,codecombat.com,crux-of-the-desert,56462f935afde0c6fd30fc8c,672edd3e2f9b5d22cf15af22,2025-03-22 04:52:36.542393
212,blossomstudent27,www.ozaria.com,ch3m1l1l2b,,,2025-03-25 10:34:21.315124
213,blossomstudent48,www.ozaria.com,ch3m1l1l2b,,,2025-03-25 10:39:47.918291
214,pluem,www.ozaria.com,ch3m1l1l1b,,,2025-03-25 10:42:10.026207
215,thanhminh,www.ozaria.com,ch3m1l1l5b,,,2025-03-25 10:59:55.390579
216,blossomstudent48,www.ozaria.com,ch3m1l1l3b,,,2025-03-25 11:00:46.007924
217,pluem,www.ozaria.com,ch3m1l1l2b,,,2025-03-25 11:05:20.462145
218,pluem,www.ozaria.com,ch3m1l1l5b,,,2025-03-25 11:08:43.910521
219,blossomstudent27,www.ozaria.com,ch3m1l1l3b,,,2025-03-25 11:09:51.112868
220,blossomstudent27,www.ozaria.com,ch3m1l1l5b,,,2025-03-25 11:10:22.934431
221,blossomstudent06,www.ozaria.com,ch3m1l2l1b,,,2025-03-25 11:14:21.198187
222,blossomstudent48,www.ozaria.com,ch3m1l1l4b,,,2025-03-25 11:17:59.908119
223,pluem,www.ozaria.com,ch3m1l1l3b,,,2025-03-25 11:32:54.927557
224,blossomstudent06,www.ozaria.com,ch3m1l2l2b,,,2025-03-25 11:34:50.801312
225,ben,www.ozaria.com,ch3m1l1l2b,,,2025-03-25 15:58:57.728559
226,ben,www.ozaria.com,ch3m1l1l4b,,,2025-03-25 16:13:59.415917
227,ben,www.ozaria.com,ch3m1l1l5b,,,2025-03-25 16:14:30.024080
228,blossomstudent01,codecombat.com,air-rescue-service,,,2025-03-29 06:04:03.394593
229,blossomstudent02,codecombat.com,air-rescue-service,,,2025-03-29 06:10:43.609090
230,FAH,codecombat.com,friend-and-foe,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:10:43.749690
231,blossomstudent01,codecombat.com,the-wizards-door,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:11:15.457882
232,blossomstudent01,codecombat.com,the-wizards-haunt,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:15:43.621704
233,Blossomstudent05,codecombat.com,air-rescue-service,,,2025-03-29 06:48:43.766463
234,blossomstudent02,codecombat.com,the-wizards-door,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:49:44.731909
235,blossomstudent02,codecombat.com,the-wizards-haunt,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:55:21.909458
236,FAH,codecombat.com,deja-brew,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:55:48.127275
237,Blossomstudent05,codecombat.com,the-wizards-door,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 06:57:59.510355
238,blossomstudent03,codecombat.com,reward-and-ruination,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:03:00.076644
239,blossomstudent01,codecombat.com,the-wizards-plane,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:03:12.520651
240,blossomstudent04,codecombat.com,reward-and-ruination,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:04:45.940441
241,Blossomstudent05,codecombat.com,the-wizards-haunt,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:07:15.618605
242,blossomstudent03,codecombat.com,the-wizards-door,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:08:28.532291
243,blossomstudent02,codecombat.com,the-wizards-plane,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:08:47.454994
244,blossomstudent02,codecombat.com,time-to-live,,,2025-03-29 07:15:51.577542
245,blossomstudent02,codecombat.com,game-grove,,,2025-03-29 07:18:08.134564
246,blossomstudent04,codecombat.com,the-wizards-door,56462f935afde0c6fd30fc8c,67de58c7f68cba9772c2523f,2025-03-29 07:19:39.886243
247,blossomstudent02,codecombat.com,vorpal-mouse,,,2025-03-29 07:20:24.141998
248,blossomstudent02,codecombat.com,click-gait,,,2025-03-29 07:22:39.084815
249,blossomstudent01,www.codecombat.com,ch3m4l1l5b,,,2025-03-29 07:24:31.645071
250,blossomstudent02,codecombat.com,risk-and-reward,,,2025-03-29 07:24:32.690728
251,blossomstudent01,codecombat.com,munchkin-swarm,5632661322961295f9428638,663de608483c9240bb4d8cbf,2025-03-29 07:25:14.405473
252,blossomstudent02,codecombat.com,Hero,,,2025-03-29 07:25:17.825599
